City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
along,28.1667,94.7667,89.56,53,70,2.84,IN,1634462403
payyannur,12.1,75.2,76.69,93,100,2.46,IN,1634462663
troitskoye,52.9821,84.6757,51.53,46,65,3.09,RU,1634462663
vila velha,42.0304,-8.1588,55.33,93,100,4.85,PT,1634462664
opotiki,-38.0833,177.2833,61.39,95,100,12.86,NZ,1634462664
grand river south east,38.8755,-109.5012,38.39,38,0,2.75,US,1634462387
mananjary,-21.2167,48.3333,80.71,61,48,13.98,MG,1634462665
nemuro,43.3236,145.575,36.03,61,53,24.52,JP,1634462665
mys shmidta,62.0589,48.6201,42.08,76,100,10.4,RU,1634462666
sakakah,29.9697,40.2064,89.17,17,0,2.77,SA,1634462387
cockburn town,-32.0833,141,70.99,24,5,7.23,AU,1634462667
punta alta,8.9897,125.34,82.36,82,82,0.6,PH,1634462667
benguela,-12.5763,13.4055,78.53,64,6,9.55,AO,1634462668
pundaguitan,6.3711,126.1689,84.51,75,29,9.53,PH,1634462668
ust-koksa,50.2696,85.6108,46.98,50,11,2.1,RU,1634462669
jalu,29.0331,21.5482,75.43,39,0,5.44,LY,1634462669
tabory,58.5198,64.5495,48.97,51,98,9.91,RU,1634462670
gamba,-2.65,10,80.78,74,79,7.4,GA,1634462670
ormond beach,-37.904,145.0433,59.68,67,100,1.01,AU,1634462670
narsaq,60.9167,-46.05,39.42,47,6,8.23,GL,1634462671
sibolga,1.7427,98.7792,82.02,81,97,5.37,ID,1634462671
silifke,36.3778,33.9344,76.53,49,0,15.21,TR,1634462672
esperance,-33.8667,121.9,63.95,82,2,10.2,AU,1634462672
tarrega,41.647,1.1396,65.93,70,96,1.32,ES,1634462673
thinadhoo,0.5333,72.9333,83.34,78,25,15.82,MV,1634462673
kurumkan,54.3,110.3,33.33,68,15,4.81,RU,1634462674
chor,25.5167,69.7667,98.37,7,0,4.81,PK,1634462674
parrita,9.5201,-84.3225,78.57,88,100,1.03,CR,1634462675
orebro,59.2741,15.2066,47.93,90,19,3.44,SE,1634462631
victoria,22.2855,114.1577,78.33,67,88,5.01,HK,1634462348
kuito,-12.3833,16.9333,80.74,21,0,10.36,AO,1634462675
constantine,36.365,6.6147,62.01,55,0,3.44,DZ,1634462676
butterworth,5.3991,100.3638,86.05,83,40,6.91,MY,1634462676
mogok,22.9167,96.5,68.56,96,95,1.5,MM,1634462677
otradnoye,59.7775,30.8181,45.03,59,62,12.75,RU,1634462677
nanortalik,60.1432,-45.2371,37.74,60,8,2.53,GL,1634462677
ust-ishim,57.6935,71.1665,48.74,62,96,8.12,RU,1634462678
olafsvik,64.8945,-23.7142,35.04,90,100,21.3,IS,1634462678
sinnamary,5.3833,-52.95,78.58,86,100,7.56,GF,1634462679
leningradskiy,69.3833,178.4167,13.96,94,100,3.76,RU,1634462391
dawson creek,31.7735,-84.4466,53.02,57,0,10.42,US,1634462480
bogandinskiy,56.8937,65.8938,50.27,48,45,11.3,RU,1634462679
paka,4.6374,103.4368,84.13,74,40,5.75,MY,1634462680
kodinar,20.7903,70.7031,89.37,44,65,7.09,IN,1634462680
fort nelson,52.6517,6.3861,53.53,77,100,10.87,NL,1634462681
suez,29.9737,32.5263,82.98,40,64,8.97,EG,1634462681
san juan,13.3034,-4.8956,88.3,39,27,6.49,ML,1634462682
yaan,7.3833,8.5667,82.58,71,96,4.74,NG,1634462683
iwakuni,34.15,132.1833,65.71,51,20,12.66,JP,1634462683
dali,25.7,100.1833,63.9,70,95,4.03,CN,1634462391
okhotsk,59.3833,143.3,18.9,62,3,10.47,RU,1634462684
lazaro cardenas,19.4558,-71.3261,72.01,94,97,2.46,DO,1634462684
pangnirtung,66.1451,-65.7125,29.12,56,7,6.73,CA,1634462685
wahlern,46.8281,7.3532,55.02,88,0,2.3,CH,1634462685
beira,-19.8436,34.8389,93.29,43,0,18.41,MZ,1634462686
shaygino,57.7675,46.8618,48.45,64,23,13.51,RU,1634462686
vanimo,-2.6741,141.3028,81.72,78,100,6.46,PG,1634462686
pathein,16.7833,94.7333,75.79,94,100,9.24,MM,1634462687
noumea,-22.2763,166.4572,75.18,87,43,5.93,NC,1634462537
carauari,-4.8828,-66.8958,72.3,99,62,3.18,BR,1634462687
dudinka,69.4058,86.1778,34.5,99,100,14.61,RU,1634462688
kavieng,-2.5744,150.7967,84.49,69,7,13.02,PG,1634462595
boa vista,4.4296,8.9742,84.16,69,99,2.64,CM,1634462689
shubarkuduk,49.1447,56.4872,63.9,25,23,12.66,KZ,1634462689
jiaocheng,24.6774,116.1389,63.1,82,99,4.85,CN,1634462689
homnabad,17.7667,77.1333,79.38,76,100,10.16,IN,1634462690
papar,5.7333,115.9333,85.89,77,88,5.26,MY,1634462691
katherine,-14.4667,132.2667,88.12,45,75,10.36,AU,1634462691
macau,22.2006,113.5461,78.08,69,40,20.71,MO,1634462691
lodja,-3.4833,23.4333,86.61,54,96,1.72,CD,1634462692
coihaique,-45.5752,-72.0662,35.55,87,0,3.44,CL,1634462462
micheweni,-4.9667,39.8333,81.55,62,84,5.75,TZ,1634462692
clarence town,42.9767,-78.592,52.45,74,75,3,US,1634462693
tagab,34.855,69.6492,76.44,24,15,11.41,AF,1634462693
matay,28.419,30.7792,88.23,23,47,10.33,EG,1634462694
port-gentil,-0.7193,8.7815,85.96,70,40,12.66,GA,1634462694
terrak,65.087,12.3715,39.07,76,84,14.97,NO,1634462694
chepen,-7.2167,-79.45,64.51,86,100,3.62,PE,1634462695
cidreira,-30.1811,-50.2056,58.62,69,87,7.23,BR,1634462395
buin,-33.7333,-70.75,55.74,59,83,3.29,CL,1634462695
korla,41.7597,86.1469,62.24,17,58,11.23,CN,1634462696
abbeville,50.1,1.8333,55.49,63,95,8.84,FR,1634462696
ambulu,-8.345,113.6058,83.26,71,77,6.17,ID,1634462697
biskamzha,53.4497,89.5272,46.99,57,100,2.57,RU,1634462697
borogontsy,62.6683,131.1683,15.15,84,98,2.95,RU,1634462698
iluppur,10.5135,78.6236,90.75,60,100,8.32,IN,1634462698
suntar,62.1444,117.6319,24.08,64,96,3.49,RU,1634462699
tshane,-24.0196,21.8684,70.05,10,0,15.61,BW,1634462699
zhigalovo,54.8097,105.1578,36.82,58,42,5.93,RU,1634462700
severobaykalsk,55.65,109.3167,34.29,57,33,7.74,RU,1634462700
ternate,0.8,127.4,84.74,71,95,3.27,ID,1634462701
bella union,40.7609,15.5406,60.62,66,70,3.4,IT,1634462701
bowen,-20.0167,148.2333,79.02,83,5,11.03,AU,1634462702
weligama,5.9667,80.4167,82.47,82,100,16.42,LK,1634462703
hami,42.8,93.45,62.11,15,68,5.57,CN,1634462704
sabya,17.1495,42.6254,92.82,34,80,14.63,SA,1634462704
santa lucia,17.486,120.4348,82.96,80,59,5.08,PH,1634462705
itarantim,-15.6597,-40.0656,67.59,91,61,1.23,BR,1634462706
krasnoselkup,65.7,82.4667,39.58,92,100,17.54,RU,1634462706
marabba,12.35,32.1833,96.87,26,19,4,SD,1634462707
saint-medard-en-jalles,44.8969,-0.7214,56.3,79,0,8.05,FR,1634462708
kloulklubed,7.0419,134.2556,82.9,71,95,6.38,PW,1634462708
lerwick,60.1545,-1.1494,48.2,71,97,10.96,GB,1634462709
waingapu,-9.6567,120.2641,85.44,69,82,8.03,ID,1634462709
vestmanna,62.1564,-7.1664,38.32,87,75,8.05,FO,1634462709
fairbanks,64.8378,-147.7164,24.76,86,1,0,US,1634462710
inta,66.0317,60.1659,39.87,96,100,12.12,RU,1634462711
dubbo,-32.25,148.6167,59.13,63,100,0,AU,1634462711
elizabeth city,40.664,-74.2107,55.56,85,1,8.01,US,1634462711
hobyo,5.3505,48.5268,83.66,67,97,18.32,SO,1634462712
bani walid,18.2833,-70.3333,78.85,85,56,4,DO,1634462712
sitka,57.0531,-135.33,35.49,87,1,0,US,1634462713
seidu,9.0167,-10.6,73.98,83,14,1.48,SL,1634462713
balkhash,46.844,74.9804,57.81,30,0,6.71,KZ,1634462714
kiama,-34.6833,150.8667,61.57,75,72,5.99,AU,1634462715
richmond,37.5538,-77.4603,53.06,88,1,5.01,US,1634462106
potamia,40.7163,24.7286,63.64,70,43,6.08,GR,1634462716
barranca,-10.75,-77.7667,60.78,93,100,8.39,PE,1634462716
sorong,-0.8833,131.25,82.74,80,100,10.02,ID,1634462716
lazarev,52.225,141.5131,33.17,77,100,40.6,RU,1634462717
hirara,24.8,125.2833,75.47,69,75,20.71,JP,1634462717
afua,-0.1567,-50.3867,78.21,85,85,4.61,BR,1634462718
biak,-0.9131,122.8766,82.17,79,27,4.43,ID,1634462718
puerto cabezas,36.5939,-6.233,69.62,74,0,4.61,ES,1634462563
college,64.8569,-147.8028,26.65,86,40,4.61,US,1634462550
berlevag,70.8578,29.0864,39.06,98,100,26.02,NO,1634462719
hailar,49.2,119.7,30.07,80,100,5.53,CN,1634462720
ubinskoye,55.3068,79.6802,48.16,59,2,4.52,RU,1634462720
dongsheng,39.8161,109.9776,49.3,36,6,13.65,CN,1634462720
kabompo,-13.5927,24.2008,95.56,24,9,4.68,ZM,1634462721
katsuura,35.1333,140.3,60.91,84,100,22.88,JP,1634462721
mugango,-1.6833,33.7,80.78,42,50,8.95,TZ,1634462722
moerai,-22.4333,-151.3333,76.86,82,99,12.33,PF,1634462722
padang,-0.9492,100.3543,82.45,76,100,4.79,ID,1634462723
paz de ariporo,20.9666,-103.8991,69.37,77,22,4.25,MX,1634462723
klyuchi,52.2667,79.1667,50.56,37,42,7.05,RU,1634462724
poum,-20.2333,164.0167,75.87,81,99,12.71,NC,1634462724
berezovyy,51.6667,135.7,24.64,92,98,2.77,RU,1634462725
farmington,36.7281,-108.2187,44.2,55,1,6.91,US,1634462153
chabahar,25.2919,60.643,83.97,35,0,8.79,IR,1634462725
boende,-0.2167,20.8667,85.01,69,58,2.01,CD,1634462726
dhola,21.8833,71.7833,91.13,30,36,6.11,IN,1634462726
kamienna gora,51.076,17.76,52.52,56,51,6.4,PL,1634462727
yakovlevka,44.425,133.4772,29.66,45,20,2.91,RU,1634462727
tongliao,43.6125,122.2653,44.71,32,4,6.33,CN,1634462728
tergnier,49.6561,3.3011,53.76,67,81,6.33,FR,1634462728
havre-saint-pierre,50.2334,-63.5986,48.79,100,90,16.11,CA,1634462729
bac lieu,45.3919,19.2367,55.31,53,8,2.82,RS,1634462729
lagoa,39.05,-27.9833,68.85,78,100,17.45,PT,1634462730
mananara,-16.1667,49.7667,78.26,66,44,8.77,MG,1634462730
solwezi,-12.1688,26.3894,93.9,22,37,3.58,ZM,1634462731
chaykovskiy,56.7686,54.1148,52.81,49,77,12.17,RU,1634462731
buraydah,26.326,43.975,97.25,9,0,4.43,SA,1634462732
ulladulla,-35.35,150.4667,58.1,72,68,6.91,AU,1634462726
nizhniy odes,45.3926,39.2364,68.99,52,100,5.57,RU,1634462732
kirakira,-10.4544,161.9205,80.1,81,39,3.2,SB,1634462733
mitsamiouli,-11.3847,43.2844,86.29,54,20,28.77,KM,1634462733
lata,40.1629,-8.3327,68.92,95,100,2.44,PT,1634462734
labuhan,-6.8844,112.2051,87.37,64,75,13.91,ID,1634462734
mareeba,-17,145.4333,76.48,83,62,6.53,AU,1634462734
sale,34.0389,-6.8166,71.62,94,100,0,MA,1634462533
kenai,60.5544,-151.2583,34.14,92,90,8.05,US,1634462735
tomatlan,19.9333,-105.25,74.1,96,8,2.82,MX,1634462736
